book_title,author,book_details,review_rating,sentimiento_etiqueta,main_genre
The World of Jeeves,P.G. Wodehouse,"A glorious collection of all the short stories featuring Jeeves, the perfect manservant, and Bertie Wooster, a 1920s bachelor on the run. Contains the books Carry On, Jeeves, The Inimitable Jeeves and Very Good, Jeeves and the short stories Jeeves Makes an Omelette and Jeeves and the Greasy Bird.",5.0,Positivo,Fiction
The World to Come,Dara Horn,"A million-dollar Chagall is stolen from a museum during a singles' cocktail hour. The unlikely thief, former child prodigy Benjamin Ziskind, is convinced that the painting once hung in his parents' living room. This work of art opens a door through which we discover his family's startling history--from an orphanage in Soviet Russia where Chagall taught to suburban New Jersey and the jungles of Vietnam.",3.7,Positivo,Fiction
The Worm Ouroboros,E.R. Eddison,"The Worm Ouroboros weaves strands from Norse saga, Greek myth, and Elizabethan drama together with magical adventure to produce one of the most eccentric masterpieces of English literature. Anticipating J. R. R. Tolkien by a few decades, E. R. Eddison imagined an Other World full of wonders and a huge cast of warriors, witches, and monsters. He also invented one of the truly distinctive styles in English prose. Its language is densely ornamented and deliberately archaic, but also precise, vigorous, and flexible enough to convey wistful tenderness one minute and violent action the next. In the decades since its first publication in 1922, The Worm Ouroboros has become a touchstone for lovers of fantasy literature, influencing several generations of writers and treasured by readers who fall under its spell.",4.5,Positivo,Fantasy
The Worst Witch,Jill Murphy,"Mildred Hubble is the worst witch at Miss Cackle's Academy for Witches - she's always getting her spells wrong. But she manages to get by until she turns Ethel, the teacher's pet, into her deadly enemy.",4.0,Positivo,Fantasy
The Wrath and the Dawn,Renée Ahdieh,"One Life to One Dawn.In a land ruled by a murderous boy-king, each dawn brings heartache to a new family. Khalid, the eighteen-year-old Caliph of Khorasan, is a monster. Each night he takes a new bride only to have a silk cord wrapped around her throat come morning. When sixteen-year-old Shahrzad's dearest friend falls victim to Khalid, Shahrzad vows vengeance and volunteers to be his next bride. Shahrzad is determined not only to stay alive, but to end the caliph's reign of terror once and for all.Night after night, Shahrzad beguiles Khalid, weaving stories that enchant, ensuring her survival, though she knows each dawn could be her last. But something she never expected begins to happen: Khalid is nothing like what she'd imagined him to be. This monster is a boy with a tormented heart. Incredibly, Shahrzad finds herself falling in love. How is this possible? It's an unforgivable betrayal. Still, Shahrzad has come to understand all is not as it seems in this palace of marble and stone. She resolves to uncover whatever secrets lurk and, despite her love, be ready to take Khalid's life as retribution for the many lives he's stolen. Can their love survive this world of stories and secrets?",3.0,Negativo,Fantasy
The Wretched of the Earth,Frantz Fanon,"A distinguished psychiatrist from Martinique who took part in the Algerian Nationalist Movement, Frantz Fanon was one of the most important theorists of revolutionary struggle, colonialism, and racial difference in history. Fanon's masterwork is a classic alongside Edward Said's Orientalism or The Autobiography of Malcolm X, and it is now available in a new translation that updates its language for a new generation of readers.The Wretched of the Earth is a brilliant analysis of the psychology of the colonized and their path to liberation. Bearing singular insight into the rage and frustration of colonized peoples, and the role of violence in effecting historical change, the book incisively attacks the twin perils of post-independence colonial politics: the disenfranchisement of the masses by the elites on the one hand, and intertribal and interfaith animosities on the other.Fanon's analysis, a veritable handbook of social reorganization for leaders of emerging nations, has been reflected all too clearly in the corruption and violence that has plagued present-day Africa. The Wretched of the Earth has had a major impact on civil rights, anticolonialism, and black consciousness movements around the world, and this bold new translation by Richard Philcox reaffirms it as a landmark.",4.0,Positivo,Nonfiction
The Wrong Boy,Willy Russell,"The hilarious, bittersweet novel from the playwright behindEDUCATING RITA, SHIRLEY VALENTINE and award-winning musical BLOOD BROTHERS .Dear Morrissey,I'm feeling dead depressed and down. Like a streetlamp without a bulb or a goose at the onset of Christmas time.Anyroad, I thought I'd pen a few lines to someone who'd understand...It's 1991. Raymond Marks is a normal boy, from a normal family, in a normal northern town. Only lately, he's been feeling dead down. His dad left home after falling in love with a five-string banjo. His fun-hating grandma believes she should have married Jean-Paul 'I could never read his books, but y' could tell from his picture, there was nothing frivolous about John-Paul Sartre.' Felonious Uncle Jason and Appalling Aunty Paula are lusting after the satellite dish.And so he turns to the one person who'll understand what he's going Morrissey. Told through a series of heartfelt letters to the frontman of The Smiths, this is a laugh-out-loud funny, incredibly poignant tale from a character you can't help but love.'Big-hearted, wonderfully funny and engrossing' THE MIRROR'A warm, funny, poignant story. I loved The Wrong Boy - and so will you' SUNDAY TELEGRAPH'A comic masterpiece' BEL MOONEY, MAIL ON SUNDAY",2.7,Negativo,Fiction
The Yacoubian Building,علاء الأسواني,"This controversial bestselling novel in the Arab world reveals the political corruption, sexual repression, religious extremism, and modern hopes of Egypt today.All manner of flawed and fragile humanity reside in the Yacoubian Building, a once-elegant temple of Art Deco splendor now slowly decaying in the smog and bustle of downtown Cairo: a fading aristocrat and self-proclaimed ""scientist of women""; a sultry, voluptuous siren; a devout young student, feeling the irresistible pull toward fundamentalism; a newspaper editor helplessly in love with a policeman; a corrupt and corpulent politician, twisting the Koran to justify his desires.These disparate lives careen toward an explosive conclusion in Alaa Al Aswany's remarkable international bestseller. Teeming with frank sexuality and heartfelt compassion, this book is an important window on to the experience of loss and love in the Arab world.",4.0,Positivo,Fiction
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,A.J. Jacobs,"Avoiding shellfish was easy. The stoning of adulterers proved a little more difficult - and potentially controversial. Was it enough to walk up to an adulterer and gently touch them with a stone? Even that could be grounds for accusations of assault, especially with female adulterers in Manhattan. So what's a good Bible-reading boy to do?Raised in a secular family but increasingly interested in the relevance of faith in our modern world, A.J. Jacobs decides to dive in headfirst and attempt to obey the hundreds of less-publicised rules. The resulting spiritual journey is at once funny and profound, reverent and irreverent, personal and universal, and will make you see history's most influential book with new eyes.",3.3,Positivo,Nonfiction
The Year of Magical Thinking,Joan Didion,"'An act of consummate literary bravery, a writer known for her clarity allowing us to watch her mind as it becomes clouded with grief.'From one of America's iconic writers, a stunning book of electric honesty and passion. Joan Didion explores an intensely personal yet universal experience: a portrait of a marriage–and a life, in good times and bad–that will speak to anyone who has ever loved a husband or wife or child.Several days before Christmas 2003, John Gregory Dunne and Joan Didion saw their only daughter, Quintana, fall ill with what seemed at first flu, then pneumonia, then complete septic shock. She was put into an induced coma and placed on life support. Days later–the night before New Year's Eve–the Dunnes were just sitting down to dinner after visiting the hospital when John Gregory Dunne suffered a massive and fatal coronary. In a second, this close, symbiotic partnership of forty years was over. Four weeks later, their daughter pulled through. Two months after that, arriving at LAX, she collapsed and underwent six hours of brain surgery at UCLA Medical Center to relieve a massive hematoma.This powerful book is Didion's attempt to make sense of the ""weeks and then months that cut loose any fixed idea I ever had about death, about illness . . . about marriage and children and memory . . . about the shallowness of sanity, about life itself.""",3.3,Positivo,Nonfiction
The Year of Yes,Maria Dahvana Headley,"""Why not go out on a date with everyone who asks you? Plenty of reasons. They might be crazy. They might be creepy. They might be something other than what you're looking for. But then again, how would you know? Isn't love supposed to be blind? Isn't it supposed to be about who the person really is, not about what they look like?"" The Year of Yes is an account of one woman's quest to find a man she can stand (for longer than a couple of hours). Frustrated by her own pitiful taste, writer Maria Headley decided to leave her love life up to fate, going out with everyone who asked her: homeless men, taxi drivers and yes, even a couple of women. Opening her heart and mind to the possibility that her perfect match might be the person she least expected, she spent twelve months dating most of New York City.",2.7,Negativo,Nonfiction
The Year of the Death of Ricardo Reis,José Saramago,"The world's threats are universal like the sun but Ricardo Reis takes shelter under his own shadow.Back in Lisbon after sixteen years practicing medicine in Brazil, Ricardo Reis wanders the rain-sodden streets. He longs for the unattainably aristocratic Marcenda, but it is Lydia, the hotel chamber maid who makes and shares his bed. His old friend, the poet Fernando Pessoa, returns to see him, still wearing the suit he was buried in six weeks earlier. It is 1936, the clouds of Fascism are gathering ominously above them, so they talk; a wonderful, rambling discourse on art, truth, poetry, philosophy, destiny and love.",5.0,Positivo,Fiction
The Year of the Flood,Margaret Atwood,"The times and species have been changing at a rapid rate, and the social compact is wearing as thin as environmental stability. Adam One, the kindly leader of the God's Gardeners—a religion devoted to the melding of science and religion, as well as the preservation of all plant and animal life—has long predicted a natural disaster that will alter Earth as we know it. Now it has occurred, obliterating most human life. Two women have survived: Ren, a young trapeze dancer locked inside the high-end sex club Scales and Tails, and Toby, a God's Gardener barricaded inside a luxurious spa where many of the treatments are edible. Have others survived? Ren's bioartist friend Amanda? Zeb, her eco-fighter stepfather? Her onetime lover, Jimmy? Or the murderous Painballers, survivors of the mutual-elimination Painball prison? Not to mention the shadowy, corrupt policing force of the ruling powers... Meanwhile, gene-spliced life forms are proliferating: the lion/lamb blends, the Mo'hair sheep with human hair, the pigs with human brain tissue. As Adam One and his intrepid hemp-clad band make their way through this strange new world, Ren and Toby will have to decide on their next move. They can't stay locked away... By turns dark, tender, violent, thoughtful, and uneasily hilarious, The Year of the Flood is Atwood at her most brilliant and inventive.",3.5,Positivo,Fiction
The Year of the Whale,Victor B. Scheffer,"The author, a natural scientist presents a fictional account, based on scientific data, of the first twelve months in the life of a sperm whale calf",3.0,Negativo,Nonfiction
The Years of Rice and Salt,Kim Stanley Robinson,"It is the fourteenth century and one of the most apocalyptic events in human history is set to occur - the coming of the Black Death. History teaches us that a third of Europe's population was destroyed. But what if? What if the plague killed 99 percent of the population instead? How would the world have changed? This is a look at the history that could have been: a history that stretches across centuries, a history that sees dynasties and nations rise and crumble, a history that spans horrible famine and magnificent innovation. These are the years of rice and salt.",3.5,Negativo,Fiction
The Yiddish Policemen's Union,Michael Chabon,"For sixty years, Jewish refugees and their descendants have prospered in the Federal District of Sitka, a ""temporary"" safe haven created in the wake of revelations of the Holocaust and the shocking 1948 collapse of the fledgling state of Israel. Proud, grateful, and longing to be American, the Jews of the Sitka District have created their own little world in the Alaskan panhandle, a vibrant, gritty, soulful, and complex frontier city that moves to the music of Yiddish. For sixty years they have been left alone, neglected and half-forgotten in a backwater of history. Now the District is set to revert to Alaskan control, and their dream is coming to an end: once again the tides of history threaten to sweep them up and carry them off into the unknown. But homicide detective Meyer Landsman of the District Police has enough problems without worrying about the upcoming Reversion. His life is a shambles, his marriage a wreck, his career a disaster. He and his half-Tlingit partner, Berko Shemets, can't catch a break in any of their outstanding cases. Landsman's new supervisor is the love of his life—and also his worst nightmare. And in the cheap hotel where he has washed up, someone has just committed a murder—right under Landsman's nose. Out of habit, obligation, and a mysterious sense that it somehow offers him a shot at redeeming himself, Landsman begins to investigate the killing of his neighbor, a former chess prodigy. But when word comes down from on high that the case is to be dropped immediately, Landsman soon finds himself contending with all the powerful forces of faith, obsession, hopefulness, evil, and salvation that are his heritage—and with the unfinished business of his marriage to Bina Gelbfish, the one person who understands his darkest fears. At once a gripping whodunit, a love story, an homage to 1940s noir, and an exploration of the mysteries of exile and redemption, The Yiddish Policemen's Union is a novel only Michael Chabon could have written.(front flap)",3.5,Positivo,Fiction
The Yosemite,John Muir,This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.,4.5,Positivo,Nonfiction
The Young Elites,Marie Lu,"I am tired of being used, hurt, and cast aside.Adelina Amouteru is a survivor of the blood fever. A decade ago, the deadly illness swept through her nation. Most of the infected perished, while many of the children who survived were left with strange markings. Adelina’s black hair turned silver, her lashes went pale, and now she has only a jagged scar where her left eye once was. Her cruel father believes she is a malfetto, an abomination, ruining their family’s good name and standing in the way of their fortune. But some of the fever’s survivors are rumored to possess more than just scars—they are believed to have mysterious and powerful gifts, and though their identities remain secret, they have come to be called the Young Elites.Teren Santoro works for the king. As Leader of the Inquisition Axis, it is his job to seek out the Young Elites, to destroy them before they destroy the nation. He believes the Young Elites to be dangerous and vengeful, but it’s Teren who may possess the darkest secret of all. Enzo Valenciano is a member of the Dagger Society. This secret sect of Young Elites seeks out others like them before the Inquisition Axis can. But when the Daggers find Adelina, they discover someone with powers like they’ve never seen. Adelina wants to believe Enzo is on her side, and that Teren is the true enemy. But the lives of these three will collide in unexpected ways, as each fights a very different and personal battle. But of one thing they are all certain: Adelina has abilities that shouldn’t belong in this world. A vengeful blackness in her heart. And a desire to destroy all who dare to cross her.It is my turn to use. My turn to hurt.",3.7,Positivo,Fantasy
The Zahir,Paulo Coelho,"The narrator of  The Zahir  is a bestselling novelist who lives in Paris and enjoys all the privileges money and celebrity bring. His wife of ten years, Esther, is a war correspondent who has disappeared along with a friend, Mikhail, who may or may not be her lover.Was Esther kidnapped, murdered, or did she simply escape a marriage that left her unfulfilled? The narrator doesn’t have any answers, but he has plenty of questions of his own. Then one day Mikhail finds the narrator and promises to reunite him with his wife. In his attempt to recapture a lost love, the narrator discovers something unexpected about himself.",2.3,Negativo,Fiction
The Zodiac Legacy: Convergence,Stan Lee,"When twelve magical superpowers are unleashed on the world, a Chinese-America teenager named Steven will be thrown into the middle of an epic global chase. He'll have to master strange powers, outrun super-powered mercenaries, and unlock the mysterious powers of the Zodiac.",4.0,Positivo,Fantasy
The Zookeeper's Wife,Diane Ackerman,"When Germany invaded Poland, Stuka bombers devastated Warsaw—and the city's zoo along with it. With most of their animals dead, zookeepers Jan and Antonina Zabinski began smuggling Jews into empty cages. Another dozen ""guests"" hid inside the Zabinskis' villa, emerging after dark for dinner, socializing, and, during rare moments of calm, piano concerts. Jan, active in the Polish resistance, kept ammunition buried in the elephant enclosure and stashed explosives in the animal hospital. Meanwhile, Antonina kept her unusual household afloat, caring for both its human and its animal inhabitants—otters, a badger, hyena pups, lynxes.With her exuberant prose and exquisite sensitivity to the natural world, Diane Ackerman engages us viscerally in the lives of the zoo animals, their keepers, and their hidden visitors. She shows us how Antonina refused to give in to the penetrating fear of discovery, keeping alive an atmosphere of play and innocence even as Europe crumbled around her.",3.7,Positivo,Nonfiction
The pleasantries of the incredible Mulla Nasrudin,Idries Shah,"Stories collected by Mulla Nasrudin. Sufi, RumiJami and Attar stories.",4.0,Neutral,Fiction
"The spire, William Golding : notes",Steve Eddy,YORK NOTES ADVANCED - THE ULTIMATE LITERATURE GUIDES.,3.0,Negativo,Fiction
The ​Crown of Gilded Bones,Jennifer L. Armentrout,"She's been the victim and the survivor…Poppy never dreamed she would find the love she’s found with Prince Casteel. She wants to revel in her happiness but first they must free his brother and find hers. It’s a dangerous mission and one with far-reaching consequences neither dreamed of. Because Poppy is the Chosen, the Blessed. The true ruler of Atlantia. She carries the blood of the King of Gods within her. By right the crown and the kingdom are hers.The enemy and the warrior…Poppy has only ever wanted to control her own life, not the lives of others, but now she must choose to either forsake her birthright or seize the gilded crown and become the Queen of Flesh and Fire. But as the kingdoms’ dark sins and blood-drenched secrets finally unravel, a long-forgotten power rises to pose a genuine threat. And they will stop at nothing to ensure that the crown never sits upon Poppy’s head.A lover and heartmate…But the greatest threat to them and to Atlantia is what awaits in the far west, where the Queen of Blood and Ash has her own plans, ones she has waited hundreds of years to carry out. Poppy and Casteel must consider the impossible—travel to the Lands of the Gods and wake the King himself. And as shocking secrets and the harshest betrayals come to light, and enemies emerge to threaten everything Poppy and Casteel have fought for, they will discover just how far they are willing to go for their people—and each other.And now she will become Queen.",3.0,Negativo,Fantasy
Theft of Swords,Michael J. Sullivan,"Royce Melborn, a skilled thief, and his mercenary partner, Hadrian Blackwater, make a profitable living carrying out dangerous assignments for conspiring nobles-until they are hired to pilfer a famed sword. What appears to be just a simple job finds them framed for the murder of the king and trapped in a conspiracy that uncovers a plot far greater than the mere overthrow of a tiny kingdom.Can a self-serving thief and an idealistic swordsman survive long enough to unravel the first part of an ancient mystery that has toppled kings and destroyed empires?And so begins the first tale of treachery and adventure, sword fighting and magic, myth and legend.When author Michael J. Sullivan self-published the first books of his Riyria Revelations, they rapidly became ebook bestsellers. Now, Orbit is pleased to present the complete series for the first time in bookstores everywhere.",5.0,Positivo,Fantasy
Then,Morris Gleitzman,"In Then - Morris Gleitzman's heartbreaking children's novel set during the Nazi occupation of Poland during the Second World War - Jewish orphan Felix and his best friend Zelda have been captured and are on the way to a concentration camp, unless they manage to escape . . .A little hope goes a long way.I had a plan for me and Zelda. Pretend to be someone else. Find new parents, be safe forever.Then the Nazis came.My name is Felix. This is my story.Then is the second in a series of children's novels about Felix, a Jewish orphan caught in the middle of the Holocaust, from Australian author Morris Gleitzman - author of Bumface and Two Weeks with the Queen. The other books in the series, Once, Now and After, are also available from Puffin.",4.5,Positivo,Historical Fiction
Then We Came to the End,Joshua Ferris,"This wickedly funny, big-hearted novel about life in the office signals the arrival of a gloriously talented new writer. The characters in Then We Came To The End cope with a business downturn in the time-honored way: through gossip, secret romance, elaborate pranks, and increasingly frequent coffee breaks. By day they compete for the best office furniture left behind and try to make sense of the mysterious pro-bono ad campaign that is their only remaining ""work.""",2.7,Negativo,Fiction
Theophilus North,Thornton Wilder,"Marking the thirtieth anniversary of Theophilus North, this beautiful new edition features Wilder's unpublished notes for the novel and other illuminating documentary material, all of which is included in a new Afterword by Tappan Wilder. The last of Wilder's works published during his lifetime, this novel is part autobiographical and part the imagined adventure of his twin brother who died at birth. Setting out to see the world in the summer of 1926, Theophilus North gets as far as Newport, Rhode Island, before his car breaks down. To support himself, Theophilus takes jobs in the elegant mansions along Ocean Drive, just as Wilder himself did in the same decade. Soon the young man finds himself playing the roles of tutor, spy, confidant, lover, friend, and enemy as he becomes entangled in the intrigues of both upstairs and downstairs in a glittering society dominated by leisure. Narrated by the elderly North from a distance of fifty years, Theophilus North is a fascinating commentary on youth and education from the vantage point of age, and deftly displays Wilder's trademark wit juxtaposed with his lively and timeless ruminations on what really matters about life, love, and work at the end of the day -- even after a visit to Newport.",3.5,Positivo,Fiction
There Is No Me Without You: One Woman's Odyssey to Rescue Her Country's Children,Melissa Fay Greene,"Two-time National Book Award nominee Melissa Fay Greene puts a human face on the African AIDS crisis with this powerful story of one woman working to save her country's children. After losing her husband and daughter, Haregewoin Teferra, an Ethiopian woman of modest means, opened her home to some of the thousands of children in Addis Ababa who have been left as orphans. There Is No Me Without You is the story of how Haregewoin transformed her home into an orphanage and day-care center and began facilitating adoptions to homes all over the world, written by a star of literary nonfiction who is herself an adoptive parent. At heart, it is a book about children and parents, wherever they may be, however they may find each other.",3.3,Positivo,Nonfiction
There There,Tommy Orange,"Alternate cover edition of ISBN 9780525520375.Tommy Orange's wondrous and shattering novel follows twelve characters from Native communities: all traveling to the Big Oakland Powwow, all connected to one another in ways they may not yet realize.Among them is Jacquie Red Feather, newly sober and trying to make it back to the family she left behind. Dene Oxendene, pulling his life together after his uncle's death and working at the powwow to honor his memory. Fourteen-year-old Orvil, coming to perform traditional dance for the very first time. Together, this chorus of voices tells of the plight of the urban Native American--grappling with a complex and painful history, with an inheritance of beauty and spirituality, with communion and sacrifice and heroism. Hailed as an instant classic, There There is at once poignant and unflinching, utterly contemporary and truly unforgettable.",4.0,Positivo,Fiction
There's a Boy in the Girls' Bathroom,Louis Sachar,"Bradley Chalkers is the oldest kid in the fifth grade. He tells enormous lies. He picks fights with girls. No one likes him—except Carla, the new school counselor. She thinks Bradley is sensitive and generous, and knows that Bradley could change, if only he weren't afraid to try. But when you feel like the most-hated kid in the whole school, believing in yourself can be the hardest thing in the world...",5.0,Positivo,Fiction
"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",Nancy E. Turner,"A moving, exciting, and heartfelt American saga inspired by the author's own family memoirs, these words belong to Sarah Prine, a woman of spirit and fire who forges a full and remarkable existence in a harsh, unfamiliar frontier. Scrupulously recording her steps down the path Providence has set her upon--from child to determined young adult to loving mother--she shares the turbulent events, both joyous and tragic, that molded her and recalls the enduring love with cavalry officer Captain Jack Elliot that gave her strength and purpose.Rich in authentic everyday details and alive with truly unforgettable characters, These Is My Words brilliantly brings a vanished world to breathtaking life again.",4.5,Positivo,Historical Fiction
These Violent Delights,Micah Nemerever,"When Paul and Julian meet as university freshmen in early 1970s Pittsburgh, they are immediately drawn to one another. A talented artist, Paul is sensitive and agonizingly insecure, incomprehensible to his working-class family, and desolate with grief over his father’s recent death. Paul sees the wealthy, effortlessly charming Julian as his sole intellectual equal—an ally against the conventional world he finds so suffocating. He idolizes his friend for his magnetic confidence. But as charismatic as he can choose to be, Julian is also volatile and capriciously cruel. And admiration isn’t the same as trust.As their friendship spirals into an all-consuming intimacy, Paul is desperate to protect their precarious bond, even as it becomes clear that pressures from the outside world are nothing compared with the brutality they are capable of inflicting on one another. Separation is out of the question. But as their orbit compresses and their grip on one another tightens, they are drawn to an act of irrevocable violence that will force the young men to confront a shattering truth at the core of their relationship.   Exquisitely plotted, unfolding with a propulsive ferocity, These Violent Delights is a novel of escalating dread and an excavation of the unsettling depths of human desire.The Secret History meets Call Me by Your Name in Micah Nemerever's compulsively readable debut novel—a feverishly taut Hitchcockian story about two college students, each with his own troubled past, whose escalating obsession with one another leads to an act of unspeakable violence.",3.2,Negativo,Fantasy
They Both Die at the End,Adam Silvera,"On September 5, a little after midnight, Death-Cast calls Mateo Torrez and Rufus Emeterio to give them some bad news: They’re going to die today.Mateo and Rufus are total strangers, but, for different reasons, they’re both looking to make a new friend on their End Day. The good news: There’s an app for that. It’s called the Last Friend, and through it, Rufus and Mateo are about to meet up for one last great adventure—to live a lifetime in a single day.Adam Silvera reminds us that there’s no life without death and no love without loss in this devastating yet uplifting story about two people whose lives change over the course of one unforgettable day.",4.0,Positivo,Young Adult
They Cage the Animals at Night: The True Story of an Abandoned Child's Struggle for Emotional Survival,Jennings Michael Burch,Burch was left at an orphanage and never stayed at any one foster home long enough to make any friends. This is the story of how he grew up and gained the courage to reach out for love.,4.5,Positivo,Nonfiction
"They Shoot Horses, Don't They?",Horace McCoy,"The marathon dance craze flourished during the 1930s, but the underside was a competition and violence unknown to most ballrooms—a dark side that Horace McCoy's classic American novel powerfully captures.""Were it not in its physical details so carefully documented, it would be lurid beyond itself."" —Nation",4.5,Positivo,Fiction
Thief of Time,Terry Pratchett,"Time is a resource. Everyone knows it has to be managed.And on the Discworld that is the job of the Monks of History, who store it and pump it from the places where it's wasted (like underwater - how much time does a codfish need?) to places like cities, where there's never enough time.But the construction of the world's first truly accurate clock starts a race against, well, time for Lu Tze and his apprentice Lobsang Ludd. Because it will stop time. And that will only be the start of everyone's problems.""Thief of Time"" comes complete with a full supporting cast of heroes, villains, yetis, martial artists and Ronnie, the fifth Horseman of the Apocalypse (who left before they became famous).",4.0,Positivo,Fantasy
Things Fall Apart,Chinua Achebe,"A simple story of a ""strong man"" whose life is dominated by fear and anger, Things Fall Apart is written with remarkable economy and subtle irony. Uniquely and richly African, at the same time it reveals Achebe's keen awareness of the human qualities common to men of all times and places.",4.5,Positivo,Fiction
Things I Overheard While Talking to Myself,Alan Alda,"Picking up where his bestselling memoir Never Have Your Dog Stuffed left off–having been saved by emergency surgery after nearly dying on a mountaintop in Chile–beloved actor and acclaimed author Alan Alda offers an insightful and funny look at some impossible questions he’s asked himself over the years: What do I value? What, exactly, is the good life? (And what does that even mean?) Here, Alda listens in on things he’s heard himself saying at critical points in his life–from the turbulence of the sixties, to his first Broadway show, to the birth of his children, to the ache of September 11, and beyond. Reflecting on the transitions in his life and in all our lives, he notices that “doorways are where the truth is told,” and wonders if there’s one thing–art, activism, family, money, fame–that could lead to a “life of meaning.” In a book that is candid, wise, and as questioning as it is incisive, Alda amuses and moves us with his uniquely hilarious meditations on questions great and small.
Praise for Things I Overheard While Talking to Myself
“Engagingly thoughtful and thought-provoking . . . [Alan Alda] candidly shares many stories of his life, so easily and wittily you can hear him speak as you read.”–Sydney Sun Herald“Alda is chatty, easygoing and humble, rather like a Mr. Rogers for grownups. His words of inspiration would be a perfect gift for a college grad or for anyone facing major life changes.”–Publishers Weekly (starred review)“Smart, engaged, funny and observant.”–San Antonio Express-News",4.0,Positivo,Nonfiction
Things I've Been Silent About,Azar Nafisi,"I started making a list in my diary entitled Things I Have Been Silent About. Under it I wrote: “Falling in Love in Tehran. Going to Parties in Tehran. Watching the Marx Brothers in Tehran. Reading Lolita in Tehran. I wrote about repressive laws and executions, about public and political abominations. Eventually I drifted into writing about private betrayals, implicating myself and those close to me in ways I had never imagined.--From Things I Have Been Silent AboutAzar Nafisi, author of the beloved international bestseller Reading Lolita in Tehran, now gives us a stunning personal story of growing up in Iran, memories of her life lived in thrall to a powerful and complex mother, against the background of a country’s political revolution. A girl’s pain over family secrets; a young woman’s discovery of the power of sensuality in literature; the price a family pays for freedom in a country beset by political upheaval–these and other threads are woven together in this beautiful memoir, as a gifted storyteller once again transforms the way we see the world and “reminds us of why we read in the first place” (Newsday).Nafisi’s intelligent and complicated mother, disappointed in her dreams of leading an important and romantic life, created mesmerizing fictions about herself, her family, and her past. But her daughter soon learned that these narratives of triumph hid as much as they revealed. Nafisi’s father escaped into narratives of another kind, enchanting his children with the classic tales like the Shahnamah, the Persian Book of Kings. When her father started seeing other women, young Azar began to keep his secrets from her mother. Nafisi’s complicity in these childhood dramas ultimately led her to resist remaining silent about other personal, as well as political, cultural, and social, injustices. Reaching back in time to reflect on other generations in the Nafisi family, Things I’ve Been Silent About is also a powerful historical portrait of a family that spans many periods of change leading up to the Islamic Revolution of 1978-79, which turned Azar Nafisi’s beloved Iran into a religious dictatorship. Writing of her mother’s historic term in Parliament, even while her father, once mayor of Tehran, was in jail, Nafisi explores the remarkable “coffee hours” her mother presided over, where at first women came together to gossip, to tell fortunes, and to give silent acknowledgment of things never spoken about, and which then evolved into gatherings where men and women would meet to openly discuss the unfolding revolution. Things I’ve Been Silent About is, finally, a deeply personal reflection on women’s choices, and on how Azar Nafisi found the inspiration for a different kind of life. This unforgettable portrait of a woman, a family, and a troubled homeland is a stunning book that readers will embrace, a new triumph from an author who is a modern master of the memoir.",4.0,Positivo,Nonfiction
Things Not Seen,Andrew Clements,"Bobby Phillips is an average fifteen-year-old boy. Until the morning he wakes up and can't see himself in the mirror. Not blind, not dreaming. Bobby is just plain invisible... There doesn't seem to be any rhyme or reason to Bobby's new condition; even his dad the physicist can't figure it out. For Bobby that means no school, no friends, no life. He's a missing person. Then he meets Alicia. She's blind, and Bobby can't resist talking to her, trusting her. But people are starting to wonder where Bobby is. Bobby knows that his invisibility could have dangerous consequences for his family and that time is running out. He has to find out how to be seen again before it's too late.",3.7,Positivo,Young Adult
Think Like a Freak,Steven D. Levitt,"The New York Times bestselling Freakonomics changed the way we see the world, exposing the hidden side of just about everything. Then came SuperFreakonomics, a documentary film, an award-winning podcast, and more.Now, with Think Like a Freak, Steven D. Levitt and Stephen J. Dubner have written their most revolutionary book yet. With their trademark blend of captivating storytelling and unconventional analysis, they take us inside their thought process and teach us all to think a bit more productively, more creatively, more rationally—to think, that is, like a Freak.Levitt and Dubner offer a blueprint for an entirely new way to solve problems, whether your interest lies in minor lifehacks or major global reforms. As always, no topic is off-limits. They range from business to philanthropy to sports to politics, all with the goal of retraining your brain. Along the way, you’ll learn the secrets of a Japanese hot-dog-eating champion, the reason an Australian doctor swallowed a batch of dangerous bacteria, and why Nigerian e-mail scammers make a point of saying they’re from Nigeria.Some of the steps toward thinking like a Freak:First, put away your moral compass—because it’s hard to see a problem clearly if you’ve already decided what to do about it.Learn to say “I don’t know”—for until you can admit what you don’t yet know, it’s virtually impossible to learn what you need to.Think like a child—because you’ll come up with better ideas and ask better questions.Take a master class in incentives—because for better or worse, incentives rule our world.Learn to persuade people who don’t want to be persuaded—because being right is rarely enough to carry the day.Learn to appreciate the upside of quitting—because you can’t solve tomorrow’s problem if you aren’t willing to abandon today’s dud.Levitt and Dubner plainly see the world like no one else. Now you can too. Never before have such iconoclastic thinkers been so revealing—and so much fun to read.",3.3,Negativo,Nonfiction
